No,Mean of the integrated profile,Standard deviation of the integrated profile,Excess kurtosis of the integrated profile,Skewness of the integrated profile,Mean of the DM-SNR curve,Standard deviation of the DM-SNR curve,Excess kurtosis of the DM-SNR curve,Skewness of the DM-SNR curve,Class
13,0.6123301561549381,0.4606912237777971,0.04032922422726597,0.00971282975642583,0.012695703593922992,0.20894692527048989,0.2589245007245645,0.06924897893249761,0
14,0.7173798418170756,0.5216142104677859,-0.0039472386119558285,0.0006871667929661798,0.028337020026002212,0.2853915025627661,0.14927513368727796,0.02195070679870564,0
15,0.5937538024741432,0.525878602706401,-0.011710594935029937,-0.0042287405157803715,0.012257791647777329,0.15538274856196702,0.2620339687756999,0.08111824960875323,0
16,0.5692151693368485,0.4962360066285594,0.01705625552733015,-0.003769363613949285,0.006752078209304773,0.1091165955066339,0.3870291216852185,0.18760559376500252,0
17,0.5235854796187386,0.5238316687138255,0.04880546700968764,-0.00016505834537341494,0.012718160619442205,0.1955472276147744,0.2403670915633045,0.06010438179901969,0
18,0.7065503954573109,0.5233000069487403,-0.005689175361105395,-0.003991335097388142,0.0418224622589173,0.34432066517297155,0.12580943081550133,0.015678955009835984,0
19,0.5158791320219023,0.4208611109195581,0.19173340851914936,0.060998636118676175,0.12334894096240598,0.5578252237125856,0.06394956352002004,0.003075296021811277,1
20,0.523788278239708,0.5253185534041281,0.07776006118119973,-0.00038909208513498924,0.01738547853701236,0.20828639092646625,0.20130859875196214,0.04389538508779402,0
21,0.5474345974447373,0.4164853431866663,0.017678097932790505,0.004705022697849342,0.015899572191976918,0.1875867874245094,0.2240760627762404,0.0575312531119573,0
22,0.4977083755830461,0.4257986025024465,0.04044687097196637,0.01179857063001545,0.00820429902277605,0.11070792443114837,0.32569142287147074,0.14880826754616294,0
23,0.6093287365645914,0.5457502329631634,0.031966384072011494,-0.005947715586067586,0.02694094176961432,0.22383973725485204,0.13919527828651734,0.021429553042371208,0
24,0.5536807949705942,0.570639843137278,0.04688692463360302,-0.003911384196635929,0.010906627442427859,0.16635035146342242,0.27153161520964003,0.08132674835391407,0
25,0.5851957006692354,0.509230864754585,0.03462298651733555,-0.0018943853130470817,0.0370728019189198,0.3417322560256221,0.13583810124303866,0.017864143423771586,0
26,0.6793348205232205,0.5308102406106439,0.01767102514710696,0.00027731266187572474,0.0118460795624992,0.14148701390823445,0.27400714296621154,0.09712265097257863,0
27,0.6200770634759684,0.535284454458542,-0.0003159130101470696,-0.0067599019715737976,0.0105884862811456,0.1491115532718758,0.2608104381839714,0.07955968961254392,0
28,0.6396674102616102,0.5170943041743102,0.022228927311613914,-0.0026032443207134764,0.00943194960343737,0.15294138672966828,0.2918465203418163,0.09450756691617676,0
29,0.5327519772865544,0.5030664275698679,0.02855670790492813,0.002838777786621147,0.00666599295600554,0.14465014186909242,0.3661433638910692,0.14427605486225198,0
30,0.5716487527884809,0.4182893858592498,0.011755392383743669,0.010030783300701876,0.004521347271839226,0.11773332383147453,0.4246258535308118,0.1941259226000024,0
31,0.5187183127154735,0.44462423883905744,0.05895373955088394,0.01147529495110013,0.0027734423226048995,0.08532887955512343,0.58212883038486,0.39939536835103007,0
32,0.6663151490569864,0.5281705000199513,-0.006106978916356999,-0.0030580327121381753,0.009731376574548738,0.11744113868961327,0.2885293086204857,0.11881610818716835,0
33,0.7374974650172379,0.5453913108029621,-0.058339599708183275,-0.0018493893948566325,0.019799608496074195,0.2447846306859672,0.193447841549166,0.038575984711923424,0
34,0.6288785236260394,0.4822143297280402,0.021979035064154284,0.0003658960002273062,0.009630319975379798,0.18575584551814808,0.28721809300669,0.08375063735576536,0
35,0.5312512674913811,0.4958589056892259,0.03912615978991031,-0.002968847288271471,0.008499983154062666,0.12507920751901538,0.3364212827967595,0.14452582051376006,0
36,0.7675116609207058,0.5428551109370114,-0.016243786838029045,-0.004241472738273365,0.012051935605138269,0.15437942641757016,0.25620202356216826,0.07741534863421765,0
37,0.560900425877104,0.35341797488158105,0.03979870928776938,0.026748724137909016,0.017456592444441886,0.21440327250656,0.2173203190121281,0.051122476809812696,0
38,0.5600486716690326,0.3779213504865836,0.061466435951540124,0.021758892348774025,0.005254943349271503,0.10861056910227716,0.4207977792270406,0.21217007599802387,0
39,0.6169945244372338,0.4649972244930811,-0.013537687285227848,0.002021736700278136,0.010442515635414668,0.13300555574763614,0.2789293142436726,0.09963861990132256,0
40,0.7188399918880551,0.4952187198482293,-0.004906352045921407,-0.002587942306260259,0.010936570138643709,0.16551826469020314,0.2510982390450673,0.06974742548396716,0
41,0.6032853376597039,0.4793114373185667,0.0262651025416134,-0.00032565601870579707,0.016142856606004903,0.17122750591535996,0.2036964800795762,0.04973231242154031,0
42,0.6258771040356925,0.4611298618403766,0.03506081232410081,0.006165913576401992,0.006082110359652514,0.1182101674313438,0.3854140556272151,0.1785028379455287,1
43,0.6327722571486514,0.5369837979607271,0.024849144702367668,-0.004144086834215247,0.009473120814651044,0.1498603120823763,0.25905162582031904,0.07641620284604386,0
44,0.6500506996552423,0.5180781701568444,0.017330801899143856,-0.005664134629999213,0.0051389153997564215,0.11219960305095353,0.40732080905197626,0.19154609007214327,0
45,0.5602109105658082,0.4867855320923636,0.05710952574055339,0.0043539352289665365,0.008922923754338617,0.12509755060877284,0.2886346375264294,0.1080979230243816,0
46,0.551774487933482,0.43553613983177975,0.05066818129614911,0.015154039504251315,0.007208704341144893,0.15591839178238545,0.35061516906049484,0.12763631349152446,0
47,0.5520584060028392,0.4560692160344108,0.051879788742571084,0.008869038191111516,0.005374714138611336,0.11196957619355448,0.38524933021708574,0.17582858340174284,0
48,0.652768201176232,0.5330866853342674,0.003286027703851941,-0.006308703024773034,0.021712198276733912,0.2705675769460811,0.18418836150517096,0.033799315247668466,0
49,0.5894950314337862,0.5011220828843749,0.01611014881165615,-0.002978475693342347,0.010775628138090205,0.13034854728399653,0.26955371503081466,0.09545540848347872,0
50,0.6958831879943216,0.5244080796057233,-0.02426968882216249,-0.005826822723447646,0.0049592592179848885,0.11965220053186465,0.3988379418917119,0.17499589507005528,0
51,0.5457310890285946,0.4564944816069412,0.05760538088255445,0.012893354881932266,0.01917455469298393,0.2166199963831887,0.18999920697094494,0.039183253185236855,0
52,0.4949097546136687,0.4522006811679289,0.04789565872635327,0.011088068210677544,0.01206316412013609,0.1626738764744095,0.26329525515442115,0.08211785689114509,0
53,0.619549787061448,0.4809422646774366,0.027302330515251442,0.00948167912300317,0.003548209611250849,0.08623207263539619,0.5433301802627502,0.3707078357829904,0
54,0.7070371121476374,0.5259514964035592,-0.008728122136417299,-0.0070808840487211686,0.0038027225402766577,0.08746689870457093,0.5424620333239553,0.36220834780152217,0
55,0.5859257757047253,0.5578746648067282,0.02165756187339872,-0.00593259239261291,0.01357527032603907,0.17800000228845755,0.21037304676388008,0.04873025179074665,0
56,0.5639424051916447,0.5339818873505704,0.056206106435364965,0.0010239334428255179,0.010315259170901762,0.14627017819183016,0.2831640036416737,0.09655692945579353,0
57,0.5916041370918678,0.4982988349045336,0.029087622496347294,0.004255290970146475,0.004839488428645055,0.12185307033263487,0.41274306425873897,0.18206218976821764,0
58,0.7370513080511053,0.5109481107623557,0.0303579926547734,-0.0050316666225446146,0.012639561036839612,0.1467630452423372,0.2376311707675946,0.07181572074747418,0
59,0.7086595011153924,0.5055002830190656,0.0055298525421489395,-0.005496366261056439,0.0069616770872921565,0.11581057401613415,0.38547768330277465,0.180363508006502,0
60,0.4344352058406003,0.3682899596001386,0.07094989638002161,0.0391269760148192,0.018089131922705226,0.20940587244557465,0.20285793370858865,0.04493196226863777,0
61,0.14414925978503346,0.290204067301039,0.7150469828458043,0.549458410085354,0.3272849084410828,0.5609994537654331,0.036717189545608084,0.0009092522753617511,1
62,0.7053336037314947,0.5257931239342346,0.008150268829440907,-0.005375998070229803,0.0929945316943682,0.47696668155688504,0.07906545854629693,0.005547804288402865,0
63,0.5819509227337254,0.4941497062370874,0.051869919508737164,0.00514167345952864,0.009866118714234713,0.15707099176487352,0.2756396649222986,0.0846242867921679,0
64,0.6586493611843439,0.537860953716063,0.016895566952144614,-0.008644572978511945,0.005146401074929492,0.126218957071344,0.3830503553293534,0.15639662426198614,0
65,0.6102210504968566,0.483230326759383,0.021455950180571576,-0.002212188200117918,0.004745917500172753,0.12914911472312898,0.4104353338138206,0.17487652286175515,0
66,0.7428513486108295,0.5053910222474415,-0.019525470294501752,-0.0022515278359730184,0.01595197191371198,0.19240470209838706,0.21242472935428725,0.04967959632928454,0
67,0.5258973838977895,0.3992143208760494,0.04833665312226845,0.02278902228133474,0.0220490536192342,0.2379057819547941,0.1762038538888962,0.03284314042845631,0
68,0.622470087203407,0.5449088749299932,0.017767903127679244,-0.007759399035973589,0.018092874758053545,0.22214967810847414,0.1905420700741152,0.0376989784768724,0
69,0.6392212532954776,0.5095343344911579,-0.010792637594090292,0.0012911936568650634,0.005734026506630837,0.09660550283690736,0.4237625082928899,0.2423750874324533,0
70,0.5297911174204015,0.4939364605163448,0.056041284405953774,0.004000605640202865,0.010633400327707591,0.1258868683522128,0.2642600066112227,0.09741657486341466,0
71,0.6201176232001623,0.5380000311760879,0.0015899669059532306,-0.005564566296268727,0.013126129864895584,0.16205168717046586,0.2400094357518872,0.06830097346942504,0
72,0.6672074629892517,0.5562508377275265,-0.0015555765172266065,-0.009666122645505464,0.012942730847775731,0.1604536511312257,0.2580713846005337,0.0789941538638902,0
73,0.6653417156763334,0.4747663323264709,-0.02221111398894368,-8.545927177878381e-05,0.018774071118227192,0.20117238745770324,0.18679167886541645,0.039031569320383284,0
74,0.6002433583451633,0.4078843919893169,0.01371857519800374,0.007536153383171424,0.05210403590720777,0.361133036960489,0.10539390299432616,0.010650349878805334,0
75,0.7099168525654026,0.4493999502414233,-0.02750165855361987,0.013334258552612005,0.009424463932740731,0.13103839250297844,0.2933299610231971,0.10780441508623392,0
76,0.7022510646927601,0.4873905347148328,0.0019729717459402553,-0.002331399986765043,0.0382255957612797,0.2814014360446989,0.1182051767385231,0.014502654325170722,0
77,0.5916446968160617,0.528932424498461,0.01585928017427465,-0.00671789310412946,0.019728494588644674,0.23768293978753896,0.19425579423842795,0.03980325397537903,0
78,0.5596430744270939,0.46245029318665604,0.08120428685424029,0.014021384465494429,0.007650359122638874,0.1372964316025696,0.33353509982929663,0.1262008881358998,0
79,0.6463597647535997,0.5806261440927064,-0.0018401390956432862,-0.0080903203624781,0.02141277130562255,0.24856372898608736,0.17633109783289966,0.0317532028065233,0
80,0.6193469884404786,0.4702843000080637,0.02511042634804396,0.0018849865354006747,0.01677913891961656,0.17037810251415927,0.1857183330276048,0.04269565166560836,0
81,0.7703508416142769,0.5183369269079225,-0.014027571565543998,-0.007374796329978673,0.006302937752637721,0.10925233077365863,0.36225222473998653,0.1688730051664943,0
82,0.5684445345771649,0.5394894865568169,0.03133342948425722,-0.0046845134652566504,0.018500844007983352,0.23401654033835798,0.19518159945700672,0.039320545893117634,0
83,0.5821131616305009,0.4688086631640114,0.08942860480289715,0.008993239036629326,0.0052512005139231845,0.0998641443449251,0.4235903358312168,0.2294296982093557,0
84,0.6685459338876496,0.4637295070304099,0.010678346686308812,-0.00046643247536654514,0.011939650490971504,0.14400433797912568,0.2535237831945761,0.08007321948674669,0
85,0.7282092881768404,0.4954217230992672,0.0040311656396210815,0.0017483357807843495,0.010363916052812071,0.17961662020516428,0.28004183593857723,0.08303687243336506,0
86,0.4543500304197932,0.5240332327912682,0.1326706708150928,0.01090781013916392,0.07018193932386803,0.4600948906745723,0.09094389406392978,0.007086515156663992,0
87,0.6860271750152099,0.4261620535645861,0.017744758882092537,0.012873849590189487,0.008342783997810344,0.11989959887876644,0.29698994742338475,0.11758237647653312,0
88,0.5403366457108092,0.4580004047740528,0.06593208606000753,0.010922692413245706,0.006430194217150626,0.139320993917307,0.3445040450832445,0.1267734246772826,0
89,0.6365037517744879,0.5446200628768283,-0.0064396345537910205,-0.00557591753843246,0.01180116551593721,0.1371172356167656,0.2756032225170267,0.0988599014729324,0
90,0.5933076455080105,0.4176394026840507,0.051034141508311086,0.009059933160566748,0.010798085163609418,0.18463064005339028,0.2663124854414695,0.07419858729284841,0
91,0.5837355505982559,0.3876907837943056,0.0622023759447822,0.015782888317423333,0.012590904154929302,0.1639237228870046,0.22756235907617745,0.059865154771507535,0
92,0.12265260596227945,0.30318874521761313,0.7048791988640166,0.528433400054363,0.656104380270263,0.7446943037669207,-0.00795897041364158,-0.000941937441308448,1
93,0.4910565808152504,0.3622212761541077,0.14713494507255728,0.05414657134920478,0.027176740508469237,0.2689787176938419,0.1539893115250327,0.02409574124421879,1
94,0.7125126749138105,0.4702900660161735,0.005608403167128543,-0.0064441564804421595,0.2663290627272539,0.7027639460414037,0.020838199675735136,-0.0009934183043735344,0
95,0.6413303589535592,0.5400827344434613,0.008932083906472297,-0.0010513845805886067,0.003499552729340539,0.09554068879025092,0.4956102142741021,0.2851894101565607,0
96,0.3635368079497059,0.3571680892277246,0.14346044120095586,0.06676334946950463,0.013444271026177844,0.17692509435454107,0.2302973937358691,0.060419906203642765,0
97,0.671669032650578,0.4511936425265298,0.0061688279325880675,0.007434921153675732,0.01613537093083183,0.19100339676329645,0.20791593573775186,0.04773853035503787,0
98,0.5043196106266478,0.4836143064949635,0.07747894750593264,0.010877804745047149,0.01877032828287887,0.2391967810158703,0.20055231265361426,0.041669598700710235,0
99,0.5293855201784627,0.46888882156975104,0.054503142130705576,0.004320915530714484,0.00782627246906209,0.14900843729165333,0.31298325321136894,0.10724876291585682,0
100,0.6410058811600081,0.4603724131148085,0.04285020637268112,0.00950660068811257,0.1473629840616528,0.5883305857412072,0.04648365928254062,0.000731623110521794,1
101,0.537456905293044,0.4629099331006016,0.04170424197140858,0.007643840363506127,0.05053578713526854,0.35354005454045045,0.101596846664872,0.009659086251339051,0
102,0.5603325897383897,0.5120724063153915,0.03970477497596269,0.0040764541570044045,0.009053923054199844,0.17901446303893714,0.30319335265073183,0.09488787403765696,0
103,0.5901845467450821,0.4332320520618675,0.004460385608320079,0.004855643942093243,0.012216620441040093,0.1601972664309728,0.2202762934640789,0.05634765420404151,0
104,0.5019265868992091,0.4191130145007096,0.07270297864677276,0.012044129422525572,0.009151236818020462,0.15615218664114436,0.27361440807356463,0.08166883157278589,0
105,0.6754816467248023,0.5001582916322315,0.009989980142623185,-0.002522702450187305,0.007627902101596095,0.10741779629627177,0.3469825157309142,0.16690591847165934,0
106,0.6168728452646522,0.456552030631945,0.02807114283952971,0.004719628297168893,0.014851577793087132,0.1716449842877597,0.21189479995161495,0.05301318907469417,0
107,0.42936524031636586,0.38477316880903,0.11002182705976836,0.037369795407954376,0.0073471893161791875,0.11892849282966153,0.3211846547128272,0.13018014377768233,0
108,0.6512269316568647,0.5590446173726771,-0.03792601832616643,-0.005305037777695812,0.02191056864419991,0.27767847237860593,0.18765883836489886,0.035079730493925765,0
109,0.7309267896978301,0.40079224331863145,0.006828890569462607,0.01293820374048235,0.011209797248887548,0.15027224329518232,0.24659442576367915,0.07196541102850629,0
110,0.18251875887243968,0.3061150765371161,0.5209075328177126,0.3595610497659143,0.1526516129603942,0.5655833785374494,0.05472000022939304,0.002159639666147439,1
111,0.7303589535591158,0.4512982135319189,0.0016139439146158324,0.005666840688905279,0.022116424691315403,0.2311455087648077,0.16223593013839824,0.027543994160937776,0
112,0.6326505779760697,0.4897410515247991,0.030599550331781824,-0.0036594730737552436,0.023366532297495936,0.25202446623928904,0.17818409197635698,0.03383372126882897,0
113,0.7008720340701683,0.4835766653631188,-0.012435100050286177,-0.00017330841322389166,0.017924447086803397,0.23484733294003804,0.2058566427192676,0.04347632827062405,0
114,0.6240113567227743,0.5101296412180812,0.014612713903972894,-0.0009898371329137507,0.02866264685350468,0.2880209515625857,0.14755519460263092,0.021362285423817885,0
115,0.5933482052322044,0.4478309517684824,0.0276647332676486,0.01338729328083506,0.004352919600589082,0.1136419722799718,0.43697416690633895,0.2088706896517488,0
116,0.5613465828432367,0.4697948001778667,0.053142838269160116,0.0034477912571730467,0.00902398035798399,0.1536174475169064,0.2831438539271535,0.08891754355668856,0
117,0.4884201987426485,0.43662984312600733,0.04114719931456025,0.011870641351318668,0.02343016052527596,0.2465723063743631,0.16336483612840527,0.02764744558277754,0
118,0.7319002230784829,0.5815251985507647,-0.02466756715766955,-0.0074379252084221985,0.05826100300963812,0.3817120240184356,0.09749612373685697,0.008977767301098883,0
119,0.4204826607179071,0.347132033826062,0.08892908314882371,0.058753865317092514,0.011924679145101796,0.15709591896024536,0.23518352709743365,0.0640888938015079,0
120,0.5083350233218414,0.42550450733777057,0.045892896988065306,0.00872379841930087,0.0068493919731253934,0.14552881212950025,0.34038632876647035,0.12341070462236794,0
121,0.6496451024133036,0.43110594904478106,0.033059141852426886,0.012930881198267758,0.011048855252810472,0.18563376543743787,0.25697541903126925,0.0683056005610515,0
122,0.4363009531535186,0.3942536956102272,0.08278143949444018,0.023289570375991685,0.008028385676352836,0.12196592247046086,0.3310244217404503,0.1359426690310546,0
123,0.7470695599269925,0.4876292660375418,-0.02501236738055006,-0.0014789517994052619,0.01712722277711467,0.23732765702712744,0.20826186957967285,0.04427305211037397,0
124,0.4253498276211722,0.34944402449746104,0.10277515474551566,0.057083212179769624,0.014993805603469744,0.18193300948019925,0.24043182468681545,0.06697284476383622,0
125,0.4722774285134861,0.4212225554805261,0.09039756169469668,0.01779088588820306,0.008496240318714347,0.13369803215048925,0.30164313749326155,0.10810646264894272,0
126,0.6104238491178261,0.4089185504884046,0.05583077032713767,0.01036295913477654,0.00503785879611105,0.12077435571411115,0.417567603682928,0.19505707719330515,0
127,0.4769823565199757,0.4861363122379936,0.08685100616924446,0.010693388475934023,0.007182504480277362,0.11286334277200355,0.3338432155793695,0.14625782483811975,0
128,0.630947069559927,0.4590417328197086,0.012723217857852295,0.007439271828336237,0.012497333226456998,0.17036285101122162,0.2443369035359856,0.06956643364642741,0
129,0.5628067329142162,0.4789990845117709,0.004385754670258695,-0.004791717226555391,0.007687787494027795,0.1252052078937765,0.31774591627073584,0.12070948620164572,0
130,0.4494017440681403,0.3915031089905013,0.07195416701139279,0.03805489984181027,0.026813685305101413,0.2679617109891693,0.15419333158259976,0.024302821291804017,0
131,0.5836138714256743,0.4619499397239101,0.037403085496198925,0.009990495640433259,0.00783750097958348,0.1529948440853007,0.3351243128465312,0.1204097802829672,0
132,0.09405800040559724,0.2965984295765063,0.7988955877746914,0.6549269514730541,0.2243044872476165,0.5994260690413212,0.0421664725233956,0.0011210584841931561,1
133,0.4659906712634354,0.4712900927357432,0.07997376292191866,0.01128335276722932,0.009256036261490588,0.1218414057066933,0.2821240926101584,0.10860178765768576,0
134,0.6562157777327114,0.6116512881159919,0.00595784331784946,-0.01196584542774588,0.2978961511853189,0.7711592182342027,0.021734386318318828,-0.0008708616952886322,0
135,0.8435205840600284,0.4391519983948816,-0.061459275056549,0.008929081430848328,0.015839686795068784,0.22608518660598784,0.21817336269807885,0.04876132691584331,0
136,0.6863516528087609,0.4998270034070623,0.008548684991101145,-0.002773728116914845,0.009334635839616749,0.11822986316941865,0.30665648610732776,0.12735458002033295,0
137,0.5165280876090043,0.4176510178151776,0.04204918309482738,0.012839929311328015,0.021693484091039453,0.2663635983064858,0.18754173832884335,0.03556956093054367,0
138,0.5587913202190226,0.4493315731966251,0.031191968317970938,0.006315383320901718,0.013118644194198946,0.15094122333090845,0.2316486467914203,0.06707362538990391,0
139,0.6474548773068343,0.4874294148763364,-0.030807336491909008,0.002305281401703266,0.007579245219685784,0.10712527927383984,0.3844511815674175,0.19528713463028413,0
140,0.6958020685459338,0.5254377778410056,-0.026576749871611915,0.0003134920058826622,0.012212877605691771,0.1412853978172414,0.2438616649127392,0.07576982068905129,0
141,0.6843236665990671,0.5477548701742532,-0.01844602110899296,-0.004574668327799306,0.008660925154616172,0.12704169099455795,0.2933660034556167,0.10715068162458397,0
142,0.5456499695802068,0.5317487794077533,0.04574942863970459,-0.0014125360388829613,0.015656287777948932,0.20426000617164095,0.218747784252816,0.05138767027583542,0
143,0.6093692962887852,0.5925466051710205,0.02735707502149131,-0.0047278142549454965,0.00784124381940823,0.15221327428900813,0.3311323715615175,0.11723184666410105,0
144,0.7040762522814845,0.5133700295543054,0.014706042603703425,-0.003686259058488943,0.006624821744791867,0.14488737393321752,0.3340800597282602,0.11694587516062342,0
145,0.2329344960454269,0.4625818808900618,0.3579814759204885,0.1293753706619697,0.7883874732826601,0.5399179938293822,-0.05169034834606764,0.00246927905979297,1
146,0.13976880957209492,0.34937625416111506,0.5836576700765854,0.35604732756780416,0.8219756939031613,0.7224441273952638,-0.03840919124308303,0.00029110987182286933,1
147,0.6237274386534172,0.5082358534780549,-0.006085892785229277,-0.006911967366448793,0.016101685399267658,0.21360630515095655,0.20568346240707236,0.04424545361591548,0
148,0.6761711620360982,0.5103284475206289,-0.00023910523931915166,-0.0040258505603138145,0.01848587265763721,0.2296059245584163,0.1966447420155545,0.04016649966468496,0
149,0.6929628878523626,0.4704078985567537,-0.02805090818386247,0.003297185900950203,0.009330893004268431,0.11346946334421848,0.30345462192428035,0.1335690477772519,0
150,0.5273980936929629,0.4413373124314087,0.030483409128541094,0.012854300760570151,0.012096849651700258,0.19411204081636452,0.2499777930816427,0.06490931732233536,0
151,0.6272155749340904,0.4572010171369103,0.0559236738467918,0.004624613423284479,0.011011426881421552,0.17295625770875553,0.26268546218939964,0.07566401496156129,0
152,0.7589129993916042,0.452226043565459,-0.028504976340453764,0.0038104602857891435,0.0077439300511111765,0.10580803127951964,0.3499803297751935,0.17377838576615545,0
153,0.6848103832893936,0.5443510986837652,0.027169885124569373,-0.002772835494999893,0.012085621141178868,0.13313841010692895,0.2413733420202785,0.08189054954459281,0
154,0.4838775096329345,0.3991100133884479,0.07531688178499588,0.02436957935568387,0.00748193145138873,0.1378839612591761,0.3448537968057349,0.13720054715629054,0
155,0.5576150882174001,0.5922809385441871,0.01242852555929432,-0.013216428715434058,0.08263061564603255,0.4867685807969568,0.08089811006758918,0.005341549849809217,0
156,0.5441087000608396,0.4838316815384253,0.0407325070959971,0.0012251999714603566,0.0034172103113896263,0.09112575250733468,0.535416807564933,0.3369440295363957,0
157,0.4919488947475157,0.4001586414741133,0.09737452931174506,0.021106190329779097,0.010188002706388857,0.1415038007203374,0.2892588506201945,0.10246457803287004,0
158,0.5402555262624215,0.3794220857041974,0.047252070795073715,0.02058325598408624,0.007624159266247778,0.12299912642924005,0.3389908328940844,0.13937801195684638,0
159,0.6679780977489354,0.5588233320815988,-0.0009091395944121076,-0.012272412649930006,0.01601934298131675,0.17800189849062906,0.20665803672231334,0.04974892273732299,0
160,0.5161630500912594,0.4900677211527706,0.08285892487665186,0.012505397997370129,0.00951429202138828,0.10373149160488666,0.33414476905316925,0.17433329125359806,0
161,0.6913404988846076,0.5363693552665496,-0.0164054136348288,-0.007253055469931758,0.12464396261962493,0.6034846871542895,0.06198682076336257,0.0024337057556576684,0
162,0.6774285134861083,0.4619732638321066,0.017536428203966024,0.0033945467542098717,0.01330578605114355,0.16548173197833774,0.21808046769304204,0.05542225991735388,0
163,0.506509835733117,0.3559493741276748,0.05430447658510555,0.031455196874648636,0.013159815400936187,0.17243312625931936,0.2460116418955971,0.0681609024091727,0
164,0.7845873048063273,0.44830779940408105,0.016025599690145515,0.0068812307268971105,0.010094431777916557,0.17619846209038054,0.2697079075908825,0.07599060863632291,0
165,0.4375177448793348,0.3887466897492564,0.08210878639688893,0.026114286265470403,0.01335818576840218,0.1508492150463234,0.2434176727825013,0.0729747904198996,0
166,0.6923950517136483,0.5724362293172472,0.003977752810764177,-0.007066238171359329,0.012343876905552996,0.1630429543315723,0.26611680618585914,0.08370505397050365,0
167,0.6179679578178868,0.451030239529974,-0.008636688716222885,0.00669641609722647,0.00948434932517243,0.16222390083012314,0.2859719433494063,0.08976430265934397,0
168,0.5622794564996958,0.413691742324617,0.062216798236379725,0.01611669499371847,0.01174128012350551,0.15834657555188075,0.25294960599531296,0.0739013732699837,0
169,0.700304197931454,0.5575868247221683,-0.017319417581773345,-0.009230657949560695,0.014701864303055012,0.16252344012728906,0.2416797064596139,0.07397821718743261,0
170,0.5544514297302778,0.4365413540959026,0.05440122382683184,0.012700463851347404,0.013062501637115566,0.15786166351235215,0.23286372453667986,0.06584860858498287,0
171,0.6437639424051916,0.5309835451134359,-0.0054198004232083605,-0.00351030954810127,0.04631386684796997,0.3322567703649985,0.10760525234436502,0.01099864243840158,0
172,0.7833299533563172,0.4541856597293451,-0.02040509847564273,0.0035613447497853,0.01650591180937272,0.19842529845476534,0.19983885040217955,0.04271055953086623,0
173,0.7147840194686677,0.4569333151565924,-0.00916444996103057,0.005451573480466072,0.0412423224979126,0.3375919717027057,0.11857596329822935,0.013277408393626513,0
174,0.6095315351855607,0.4763859651905594,0.004336366862935267,0.003414471566065009,0.015053690995901444,0.19051870724282152,0.2235464694492011,0.05502737313357573,0
175,0.5746907321030217,0.4281299481149664,-0.0021563683574822717,0.010300259570632108,0.0052250006530556534,0.13708878246147407,0.3985497008693947,0.16342629900267655,0
176,0.5076049482863516,0.4816973984351795,0.05067504167767906,0.0031749530408723197,0.009592891603990877,0.12321908362159932,0.27764992063214056,0.10532806031940684,0
177,0.6518758872439667,0.44437695943665945,0.000993026842769716,0.010702901509303014,0.024567983017289727,0.25498461804956024,0.16301183346478787,0.027701383504569282,0
